ID,Title,Category,Release_Date,Rating,Duration,Country,Data_Quality_Notes
316,Unknown Title,Unknown,,R,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
317,Avatar,Tv Show,2018-07-20,PG-13,,United States,"Cleaned missing values, standardized text & formats"
318,The Matrix,Movie,,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
319,Jaws,Film,2019-01-01,NOT RATED,90 min,U.S.A,Invalid date format
320,The Dark Knight,Tv Show,2019-01-01,NR,,Unknown,"Cleaned missing values, standardized text & formats"
321,Unknown Title,Film,,PG-13,120 min,United States,"Cleaned missing values, standardized text & formats"
322,Interstellar,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
323,Titanic,Movie,,PG-13,120 min,India,"Cleaned missing values, standardized text & formats"
324,Inception,Movie,,PG,,U.S.A,"Cleaned missing values, standardized text & formats"
325,The Dark Knight,Movie,,PG,1 Season,United States,"Cleaned missing values, standardized text & formats"
326,The Dark Knight,Movie,2019-01-01,NR,1 Season,India,Invalid date format
327,Avatar,Movie,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
328,Jaws,Film,,PG-13,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
329,Unknown Title,Unknown,2018-07-20,NR,,India,"Cleaned missing values, standardized text & formats"
330,Unknown Title,Movie,,NR,120 min,United States,"Cleaned missing values, standardized text & formats"
331,The Matrix,Tv Show,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
332,The Matrix,Movie,2019-01-01,PG,1 Season,India,Invalid date format
333,Titanic,Film,,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
334,Avatar,Movie,,R,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
335,The Dark Knight,Film,,NR,2 Seasons,India,"Cleaned missing values, standardized text & formats"
336,Unknown Title,Tv Show,2018-07-20,NOT RATED,,U.S.A,"Cleaned missing values, standardized text & formats"
337,Interstellar,Tv Show,2019-01-01,NOT RATED,2 Seasons,Uk,Country naming inconsistent
338,Avatar,Tv Show,2018-07-20,R,,United States,"Cleaned missing values, standardized text & formats"
339,Titanic,Film,,PG-13,90 min,India,"Cleaned missing values, standardized text & formats"
340,Titanic,Tv Show,,PG,120 min,United States,"Cleaned missing values, standardized text & formats"
341,Avatar,Tv Show,,NR,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
342,Titanic,Tv Show,,PG,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
343,Avatar,Tv Show,,R,1 Season,Uk,"Cleaned missing values, standardized text & formats"
344,Inception,Tv Show,2019-01-01,PG,90 min,Uk,Invalid date format
345,Avatar,Movie,,NR,120 min,India,"Cleaned missing values, standardized text & formats"
346,Jaws,Film,2018-07-20,R,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
347,Avatar,Tv Show,,PG-13,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
348,Titanic,Tv Show,,NR,,Unknown,"Cleaned missing values, standardized text & formats"
349,Unknown Title,Movie,2018-07-20,NR,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
350,Jaws,Tv Show,,NOT RATED,90 min,India,"Cleaned missing values, standardized text & formats"
351,Titanic,Unknown,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
352,The Matrix,Movie,2018-07-20,NR,90 min,Unknown,"Cleaned missing values, standardized text & formats"
353,The Matrix,Movie,2018-07-20,PG,,India,"Cleaned missing values, standardized text & formats"
354,Unknown Title,Movie,2018-07-20,R,,Uk,"Cleaned missing values, standardized text & formats"
355,Unknown Title,Tv Show,2019-01-01,PG-13,90 min,United States,"Cleaned missing values, standardized text & formats"
356,Jaws,Tv Show,,PG-13,1 Season,Uk,"Cleaned missing values, standardized text & formats"
357,Inception,Tv Show,2018-07-20,NR,1 Season,U.S.A,Invalid date format
358,Unknown Title,Movie,,NR,120 min,Uk,"Cleaned missing values, standardized text & formats"
359,The Matrix,Tv Show,2018-07-20,R,120 min,India,Invalid date format
360,Avatar,Movie,,NOT RATED,2 Seasons,India,"Cleaned missing values, standardized text & formats"
361,Titanic,Tv Show,,NOT RATED,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
362,The Matrix,Movie,,NOT RATED,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
363,The Matrix,Film,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
364,Inception,Movie,2018-07-20,NOT RATED,90 min,India,Invalid date format
365,Jaws,Movie,,PG-13,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
366,Jaws,Film,,PG,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
367,The Dark Knight,Film,,R,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
368,Inception,Tv Show,,PG-13,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
369,Avatar,Tv Show,,PG-13,,Unknown,"Cleaned missing values, standardized text & formats"
370,Jaws,Movie,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
371,Titanic,Movie,,R,90 min,India,"Cleaned missing values, standardized text & formats"
372,Unknown Title,Movie,2018-07-20,R,,United States,"Cleaned missing values, standardized text & formats"
373,Inception,Movie,,PG,90 min,United States,"Cleaned missing values, standardized text & formats"
374,Unknown Title,Tv Show,2018-07-20,PG,1 Season,Uk,"Cleaned missing values, standardized text & formats"
375,The Matrix,Unknown,2018-07-20,NOT RATED,90 min,India,"Cleaned missing values, standardized text & formats"
376,Titanic,Unknown,,NOT RATED,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
377,Titanic,Tv Show,,NOT RATED,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
378,The Matrix,Movie,2018-07-20,NOT RATED,120 min,United States,Invalid date format
379,Inception,Movie,,NOT RATED,,United States,"Cleaned missing values, standardized text & formats"
380,The Matrix,Unknown,2018-07-20,PG,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
381,Unknown Title,Tv Show,,R,120 min,Unknown,"Cleaned missing values, standardized text & formats"
382,The Dark Knight,Tv Show,,PG,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
383,Titanic,Movie,,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
384,Interstellar,Tv Show,,NOT RATED,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
385,Interstellar,Film,2018-07-20,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
386,Unknown Title,Tv Show,2019-01-01,PG,,U.S.A,"Cleaned missing values, standardized text & formats"
387,Avatar,Tv Show,2018-07-20,PG,120 min,Uk,Rating values inconsistent
388,Jaws,Movie,2018-07-20,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
389,The Matrix,Movie,,PG,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
390,The Matrix,Unknown,,PG-13,1 Season,India,"Cleaned missing values, standardized text & formats"
391,Avatar,Movie,2018-07-20,NOT RATED,1 Season,Uk,Invalid date format
392,Avatar,Tv Show,,PG,120 min,Uk,"Cleaned missing values, standardized text & formats"
393,Unknown Title,Unknown,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
394,Unknown Title,Movie,2018-07-20,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
395,Avatar,Tv Show,2019-01-01,PG,2 Seasons,United States,Rating values inconsistent
396,Titanic,Film,,PG,,India,"Cleaned missing values, standardized text & formats"
397,Unknown Title,Tv Show,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
398,The Dark Knight,Film,2018-07-20,PG,,India,"Cleaned missing values, standardized text & formats"
399,Unknown Title,Unknown,2018-07-20,PG,90 min,Unknown,"Cleaned missing values, standardized text & formats"
400,The Matrix,Film,,R,2 Seasons,United States,"Cleaned missing values, standardized text & formats"
401,Unknown Title,Unknown,,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
402,Titanic,Unknown,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
403,Avatar,Unknown,,NR,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
404,The Matrix,Unknown,,PG,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
405,Unknown Title,Unknown,,NOT RATED,1 Season,United States,"Cleaned missing values, standardized text & formats"
406,Titanic,Tv Show,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
407,The Dark Knight,Unknown,,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
408,Unknown Title,Tv Show,,NOT RATED,120 min,India,"Cleaned missing values, standardized text & formats"
409,Titanic,Unknown,2019-01-01,PG,120 min,India,"Cleaned missing values, standardized text & formats"
410,The Dark Knight,Film,2019-01-01,PG,,India,"Cleaned missing values, standardized text & formats"
411,Avatar,Unknown,2018-07-20,PG-13,90 min,U.S.A,"Cleaned missing values, standardized text & formats"
412,Unknown Title,Movie,2018-07-20,PG-13,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
413,The Dark Knight,Unknown,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
414,The Matrix,Unknown,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
415,Avatar,Film,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
416,The Matrix,Tv Show,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
417,Interstellar,Film,2019-01-01,NR,1 Season,Uk,Invalid date format
418,Inception,Movie,2018-07-20,PG-13,2 Seasons,India,Data looks clean
419,Unknown Title,Tv Show,2019-01-01,NOT RATED,1 Season,Uk,"Cleaned missing values, standardized text & formats"
420,The Dark Knight,Movie,2019-01-01,PG-13,,United States,"Cleaned missing values, standardized text & formats"
421,Inception,Movie,2018-07-20,PG,90 min,United States,Data looks clean
422,Inception,Movie,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
423,The Dark Knight,Film,2018-07-20,R,90 min,Unknown,"Cleaned missing values, standardized text & formats"
424,Avatar,Tv Show,,PG,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
425,Unknown Title,Movie,,R,120 min,Unknown,"Cleaned missing values, standardized text & formats"
426,Interstellar,Tv Show,,NOT RATED,,India,"Cleaned missing values, standardized text & formats"
427,The Matrix,Tv Show,,PG-13,,India,"Cleaned missing values, standardized text & formats"
428,Titanic,Unknown,,NR,90 min,Unknown,"Cleaned missing values, standardized text & formats"
429,The Matrix,Movie,,PG,120 min,U.S.A,"Cleaned missing values, standardized text & formats"
430,Titanic,Tv Show,,PG-13,2 Seasons,India,"Cleaned missing values, standardized text & formats"
431,The Matrix,Movie,2019-01-01,R,,U.S.A,"Cleaned missing values, standardized text & formats"
432,The Dark Knight,Tv Show,,PG,120 min,India,"Cleaned missing values, standardized text & formats"
433,Interstellar,Movie,,NOT RATED,120 min,United States,"Cleaned missing values, standardized text & formats"
434,Unknown Title,Tv Show,2019-01-01,PG-13,90 min,Uk,"Cleaned missing values, standardized text & formats"
435,Titanic,Unknown,2018-07-20,NR,120 min,India,"Cleaned missing values, standardized text & formats"
436,Unknown Title,Movie,2018-07-20,NOT RATED,120 min,Uk,"Cleaned missing values, standardized text & formats"
437,Unknown Title,Tv Show,,R,2 Seasons,India,"Cleaned missing values, standardized text & formats"
438,Unknown Title,Movie,,NOT RATED,90 min,India,"Cleaned missing values, standardized text & formats"
439,Jaws,Film,,NOT RATED,90 min,United States,"Cleaned missing values, standardized text & formats"
440,Avatar,Movie,2018-07-20,PG,120 min,U.S.A,Invalid date format
441,The Matrix,Tv Show,2019-01-01,PG,2 Seasons,United States,Rating values inconsistent
442,Unknown Title,Movie,,R,1 Season,Uk,"Cleaned missing values, standardized text & formats"
443,The Matrix,Unknown,,PG,,U.S.A,"Cleaned missing values, standardized text & formats"
444,Unknown Title,Unknown,,PG,90 min,United States,"Cleaned missing values, standardized text & formats"
445,Titanic,Tv Show,2019-01-01,PG,2 Seasons,United States,Invalid date format
446,Avatar,Tv Show,2018-07-20,PG,2 Seasons,United States,Rating values inconsistent
447,Avatar,Unknown,,PG,120 min,Unknown,"Cleaned missing values, standardized text & formats"
448,The Dark Knight,Tv Show,,PG,,U.S.A,"Cleaned missing values, standardized text & formats"
449,Jaws,Tv Show,,PG,90 min,United States,"Cleaned missing values, standardized text & formats"
450,The Dark Knight,Movie,,NOT RATED,1 Season,United States,"Cleaned missing values, standardized text & formats"
451,The Dark Knight,Film,2018-07-20,PG,120 min,Uk,Invalid date format
452,The Dark Knight,Movie,,NOT RATED,90 min,United States,"Cleaned missing values, standardized text & formats"
453,The Dark Knight,Film,2018-07-20,R,90 min,United States,Invalid date format
454,The Dark Knight,Tv Show,,NR,2 Seasons,India,"Cleaned missing values, standardized text & formats"
455,Interstellar,Movie,,NOT RATED,,U.S.A,"Cleaned missing values, standardized text & formats"
456,Avatar,Movie,,NR,1 Season,India,"Cleaned missing values, standardized text & formats"
457,The Dark Knight,Movie,,PG,,Unknown,"Cleaned missing values, standardized text & formats"
458,Unknown Title,Film,2018-07-20,NR,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
459,Avatar,Tv Show,,NR,1 Season,India,"Cleaned missing values, standardized text & formats"
460,Avatar,Tv Show,,PG,1 Season,Unknown,"Cleaned missing values, standardized text & formats"
461,Inception,Film,,NOT RATED,120 min,India,"Cleaned missing values, standardized text & formats"
462,Interstellar,Tv Show,,PG,1 Season,U.S.A,"Cleaned missing values, standardized text & formats"
463,The Dark Knight,Unknown,,R,90 min,United States,"Cleaned missing values, standardized text & formats"
464,The Matrix,Tv Show,,PG-13,,India,"Cleaned missing values, standardized text & formats"
465,Titanic,Unknown,,PG,,India,"Cleaned missing values, standardized text & formats"
466,Jaws,Movie,2018-07-20,PG,120 min,United States,Invalid date format
467,Unknown Title,Movie,,PG,1 Season,United States,"Cleaned missing values, standardized text & formats"
468,The Matrix,Movie,,NR,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
469,Interstellar,Movie,2019-01-01,R,90 min,India,Invalid date format
470,Titanic,Tv Show,2019-01-01,NR,120 min,India,Rating values inconsistent
471,Interstellar,Tv Show,,NOT RATED,1 Season,India,"Cleaned missing values, standardized text & formats"
472,Unknown Title,Unknown,,PG,2 Seasons,Unknown,"Cleaned missing values, standardized text & formats"
473,Avatar,Film,2019-01-01,PG,1 Season,India,Invalid date format
474,Titanic,Unknown,,NR,120 min,India,"Cleaned missing values, standardized text & formats"
475,Avatar,Tv Show,,PG,2 Seasons,India,"Cleaned missing values, standardized text & formats"
476,Unknown Title,Movie,,NOT RATED,2 Seasons,India,"Cleaned missing values, standardized text & formats"
477,The Matrix,Film,,PG-13,2 Seasons,U.S.A,"Cleaned missing values, standardized text & formats"
478,Unknown Title,Tv Show,,PG,2 Seasons,Uk,"Cleaned missing values, standardized text & formats"
479,The Matrix,Tv Show,,PG,1 Season,India,"Cleaned missing values, standardized text & formats"
